frm_class;frm_snr;frm_nobs;depth_from;depth_to;tsw;variable;network;station;instrument;tsw;lon;lat;idx
very representative;3.027043;2234;0.0508;0.0508;bulk;soil_moisture;SCAN;Vernon;Hydraprobe-Sdi-12-C;bulk;-99.2464;34.01635;2769
very representative;4.781974;4142;0.0508;0.0508;bulk;soil_moisture;SCAN;Violett;Hydraprobe-Analog-A;bulk;-111.18423;48.43578;2770
very representative;4.0592003;4176;0.0508;0.0508;bulk;soil_moisture;SCAN;Violett;Hydraprobe-Analog-B;bulk;-111.18423;48.43578;2771
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;Wabeno#1;Hydraprobe-Analog-A;bulk;-88.58333;45.46667;2772
undeducible;;21;0.0508;0.0508;bulk;soil_moisture;SCAN;Wabeno#1;Hydraprobe-Analog-B;bulk;-88.58333;45.46667;2773
representative;2.3936775;2895;0.0508;0.0508;bulk;soil_moisture;SCAN;Wabeno#1;Hydraprobe-Analog-C;bulk;-88.58333;45.46667;2774
representative;0.4486479;5036;0.0508;0.0508;bulk;soil_moisture;SCAN;Wabeno#1;Hydraprobe-Analog-D;bulk;-88.58333;45.46667;2775
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WaimeaPlain;Hydraprobe-Analog-A;bulk;-155.5979;20.0096;2776
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WaimeaPlain;Hydraprobe-Analog-B;bulk;-155.5979;20.0096;2777
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WaimeaPlain;Hydraprobe-Analog-C;bulk;-155.5979;20.0096;2778
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WaimeaPlain;Hydraprobe-Analog-D;bulk;-155.5979;20.0096;2779
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WaimeaPlain;Hydraprobe-Analog-E;bulk;-155.5979;20.0096;2780
undeducible;0.83841294;465;0.0508;0.0508;bulk;soil_moisture;SCAN;Wakulla#1;Hydraprobe-Analog-A;bulk;-84.41667;30.3;2781
undeducible;-7.4890814;3184;0.0508;0.0508;bulk;soil_moisture;SCAN;Wakulla#1;Hydraprobe-Analog-B;bulk;-84.41667;30.3;2782
undeducible;7.740934;191;0.0508;0.0508;bulk;soil_moisture;SCAN;Wakulla#1;Hydraprobe-Analog-C;bulk;-84.41667;30.3;2783
representative;2.440099;5896;0.0508;0.0508;bulk;soil_moisture;SCAN;Wakulla#1;Hydraprobe-Analog-D;bulk;-84.41667;30.3;2784
representative;0.62079144;16840;0.0508;0.0508;bulk;soil_moisture;SCAN;WalnutGulch#1;Hydraprobe-Analog-A;bulk;-110.05;31.73333;2785
undeducible;;65;0.0508;0.0508;bulk;soil_moisture;SCAN;WalnutGulch#1;Hydraprobe-Analog-B;bulk;-110.05;31.73333;2786
undeducible;;48;0.0508;0.0508;bulk;soil_moisture;SCAN;WalnutGulch#1;Hydraprobe-Analog-C;bulk;-110.05;31.73333;2787
representative;2.614446;2417;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Analog-A;bulk;-83.43333;33.88333;2788
very representative;8.222901;7322;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Analog-B;bulk;-83.43333;33.88333;2789
undeducible;18.034761;243;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Analog-C;bulk;-83.43333;33.88333;2790
undeducible;;3;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Analog-D;bulk;-83.43333;33.88333;2791
very representative;4.1875625;2718;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Analog-E;bulk;-83.43333;33.88333;2792
not representative;-0.15800487;3567;0.0508;0.0508;bulk;soil_moisture;SCAN;Watkinsville#1;Hydraprobe-Sdi-12-A;bulk;-83.43333;33.88333;2793
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WearyLake;n.s.-A;bulk;-159.09282;59.13423;2794
undeducible;;0;0.0508;0.0508;bulk;soil_moisture;SCAN;WearyLake;n.s.-B;bulk;-159.09282;59.13423;2795
not representative;-2.5239794;9336;0.0508;0.0508;bulk;soil_moisture;SCAN;Wedowee;Hydraprobe-Sdi-12-A;bulk;-85.51818;33.33168;2796
very representative;6.638995;1139;0.0508;0.0508;bulk;soil_moisture;SCAN;Weslaco;Hydraprobe-Analog-A;bulk;-97.95927;26.15553;2797
representative;1.0490798;637;0.0508;0.0508;bulk;soil_moisture;SCAN;Weslaco;Hydraprobe-Analog-B;bulk;-97.95927;26.15553;2798
representative;2.3548558;6162;0.0508;0.0508;bulk;soil_moisture;SCAN;Weslaco;Hydraprobe-Sdi-12-A;bulk;-97.95927;26.15553;2799
very representative;5.997513;342;0.0508;0.0508;bulk;soil_moisture;SCAN;Weslaco;Hydraprobe-Sdi-12-B;bulk;-97.95927;26.15553;2800
not representative;-2.2781687;4606;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-A;bulk;-109.12745;38.01394;2801
undeducible;;24;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-B;bulk;-109.12745;38.01394;2802
representative;0.2634973;3237;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-C;bulk;-109.12745;38.01394;2803
undeducible;1.7402618;109;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-D;bulk;-109.12745;38.01394;2804
undeducible;;70;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-E;bulk;-109.12745;38.01394;2805
undeducible;5.744001;317;0.0508;0.0508;bulk;soil_moisture;SCAN;WestSummit;Hydraprobe-Sdi-12-F;bulk;-109.12745;38.01394;2806
representative;0.89679;7663;0.0508;0.0508;bulk;soil_moisture;SCAN;WillowWells;Hydraprobe-Analog-A;bulk;-103.63097;33.53382;2807
representative;2.517448;7549;0.0508;0.0508;bulk;soil_moisture;SCAN;WillowWells;Hydraprobe-Analog-B;bulk;-103.63097;33.53382;2808
very representative;6.2266045;7671;0.0508;0.0508;bulk;soil_moisture;SCAN;Wtars;Hydraprobe-Analog-A;bulk;-86.53333;34.9;2809
representative;1.368078;7152;0.0508;0.0508;bulk;soil_moisture;SCAN;Wtars;Hydraprobe-Analog-B;bulk;-86.53333;34.9;2810
undeducible;;3;0.0508;0.0508;bulk;soil_moisture;SCAN;Wtars;Hydraprobe-Analog-C;bulk;-86.53333;34.9;2811
very representative;5.3325157;3263;0.0508;0.0508;bulk;soil_moisture;SCAN;Wtars;Hydraprobe-Analog-D;bulk;-86.53333;34.9;2812
representative;0.90452296;16549;0.0508;0.0508;bulk;soil_moisture;SCAN;YoumansFarm;Hydraprobe-Analog-A;bulk;-81.2;32.66667;2813
undeducible;;13;0.0508;0.0508;bulk;soil_moisture;SCAN;YoumansFarm;Hydraprobe-Analog-B;bulk;-81.2;32.66667;2814
undeducible;5.5039287;1068;0.0508;0.0508;bulk;soil_moisture;SCAN;YoumansFarm;Hydraprobe-Analog-C;bulk;-81.2;32.66667;2815
representative;1.2149229;12015;0.05;0.05;bulk;soil_moisture;SD_DEM;Demokeya;CS616;bulk;30.4783;13.2829;2816
representative;0.7479432;6590;0.1;0.1;bulk;soil_moisture;SD_DEM;Demokeya;HYDRA;bulk;30.4783;13.2829;2817
undeducible;-23.838137;448;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR1;5TM;bulk;126.9669;37.2896;2818
undeducible;-17.913837;480;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR10;5TM;bulk;126.9869;37.2941;2819
undeducible;-1.78748;468;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR2;5TM;bulk;126.9855;37.2895;2820
undeducible;-0.4386068;468;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR3;5TM;bulk;126.9875;37.2912;2821
undeducible;-5.093218;282;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR4;5TM;bulk;126.9849;37.291;2822
undeducible;2.4726243;477;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR5;5TM;bulk;126.9825;37.2909;2823
undeducible;-4.1378794;480;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR6;5TM;bulk;126.9872;37.2919;2824
representative;2.6818728;1278;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR7;5TM;bulk;126.9854;37.2919;2825
undeducible;13.205873;480;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR8;5TM;bulk;126.987;37.2927;2826
undeducible;-7.494323;480;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-FDR9;5TM;bulk;126.9854;37.2927;2827
undeducible;2.4046686;420;0.05;0.05;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-1;5TM;bulk;126.9727;37.2915;2828
undeducible;3.7724178;420;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-1;5TM;bulk;126.9727;37.2915;2829
undeducible;2.7599;410;0.05;0.05;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-2;5TM;bulk;126.9725;37.2946;2830
undeducible;4.325262;413;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-2;5TM;bulk;126.9725;37.2946;2831
undeducible;1.9079592;417;0.05;0.05;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-3;5TM;bulk;126.9667;37.2898;2832
undeducible;0.20349316;417;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-3;5TM;bulk;126.9667;37.2898;2833
undeducible;1.414573;415;0.05;0.05;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-4;5TM;bulk;126.9659;37.2896;2834
undeducible;0.9631716;417;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-4;5TM;bulk;126.9659;37.2896;2835
undeducible;4.0083866;416;0.05;0.05;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-6;5TM;bulk;126.9658;37.2931;2836
undeducible;2.1462772;414;0.1;0.1;bulk;soil_moisture;SKKU;SKKU-Jinwicheon-6;5TM;bulk;126.9658;37.2931;2837
undeducible;-2.3877928;361;0.03;0.03;bulk;soil_moisture;SMN-SDR;L1;5TM;bulk;115.53885;41.55076;2838
undeducible;-3.5973647;361;0.05;0.05;bulk;soil_moisture;SMN-SDR;L1;5TM;bulk;115.53885;41.55076;2839
undeducible;-8.991554;361;0.1;0.1;bulk;soil_moisture;SMN-SDR;L1;5TM;bulk;115.53885;41.55076;2840
undeducible;-1.5485433;325;0.03;0.03;bulk;soil_moisture;SMN-SDR;L10;5TM;bulk;115.94508;41.74691;2841
undeducible;0.18819924;355;0.05;0.05;bulk;soil_moisture;SMN-SDR;L10;5TM;bulk;115.94508;41.74691;2842
undeducible;-5.933176;355;0.1;0.1;bulk;soil_moisture;SMN-SDR;L10;5TM;bulk;115.94508;41.74691;2843
not representative;-1.128786;474;0.03;0.03;bulk;soil_moisture;SMN-SDR;L11;5TM;bulk;116.22271;42.41197;2844
not representative;-1.3907592;474;0.05;0.05;bulk;soil_moisture;SMN-SDR;L11;5TM;bulk;116.22271;42.41197;2845
undeducible;-2.501489;474;0.1;0.1;bulk;soil_moisture;SMN-SDR;L11;5TM;bulk;116.22271;42.41197;2846
representative;2.7726781;452;0.03;0.03;bulk;soil_moisture;SMN-SDR;L12;5TM;bulk;116.36778;42.40121;2847
undeducible;-2.2951999;452;0.05;0.05;bulk;soil_moisture;SMN-SDR;L12;5TM;bulk;116.36778;42.40121;2848
undeducible;-2.77011;452;0.1;0.1;bulk;soil_moisture;SMN-SDR;L12;5TM;bulk;116.36778;42.40121;2849
undeducible;-2.9325054;477;0.03;0.03;bulk;soil_moisture;SMN-SDR;L13;5TM;bulk;115.99656;42.41643;2850
undeducible;-5.2275004;477;0.05;0.05;bulk;soil_moisture;SMN-SDR;L13;5TM;bulk;115.99656;42.41643;2851
undeducible;-6.087011;477;0.1;0.1;bulk;soil_moisture;SMN-SDR;L13;5TM;bulk;115.99656;42.41643;2852
undeducible;3.156296;476;0.03;0.03;bulk;soil_moisture;SMN-SDR;L14;5TM;bulk;116.43741;41.57443;2853
undeducible;3.9682698;476;0.05;0.05;bulk;soil_moisture;SMN-SDR;L14;5TM;bulk;116.43741;41.57443;2854
undeducible;1.9862949;476;0.1;0.1;bulk;soil_moisture;SMN-SDR;L14;5TM;bulk;116.43741;41.57443;2855
undeducible;-0.00037010253;339;0.03;0.03;bulk;soil_moisture;SMN-SDR;L2;5TM;bulk;115.60314;41.78007;2856
undeducible;-8.057462;339;0.05;0.05;bulk;soil_moisture;SMN-SDR;L2;5TM;bulk;115.60314;41.78007;2857
undeducible;-15.687209;339;0.1;0.1;bulk;soil_moisture;SMN-SDR;L2;5TM;bulk;115.60314;41.78007;2858
undeducible;2.3862627;450;0.03;0.03;bulk;soil_moisture;SMN-SDR;L3;5TM;bulk;115.62838;42.04218;2859
undeducible;-0.6120589;452;0.05;0.05;bulk;soil_moisture;SMN-SDR;L3;5TM;bulk;115.62838;42.04218;2860
undeducible;-2.3155665;452;0.1;0.1;bulk;soil_moisture;SMN-SDR;L3;5TM;bulk;115.62838;42.04218;2861
undeducible;-3.1290748;427;0.03;0.03;bulk;soil_moisture;SMN-SDR;L4;5TM;bulk;115.68971;42.25761;2862
undeducible;-1.9032668;427;0.05;0.05;bulk;soil_moisture;SMN-SDR;L4;5TM;bulk;115.68971;42.25761;2863
undeducible;-5.076297;427;0.1;0.1;bulk;soil_moisture;SMN-SDR;L4;5TM;bulk;115.68971;42.25761;2864
undeducible;-0.76698583;465;0.03;0.03;bulk;soil_moisture;SMN-SDR;L5;5TM;bulk;115.74281;42.41974;2865
undeducible;-2.346146;461;0.05;0.05;bulk;soil_moisture;SMN-SDR;L5;5TM;bulk;115.74281;42.41974;2866
undeducible;-4.6311746;465;0.1;0.1;bulk;soil_moisture;SMN-SDR;L5;5TM;bulk;115.74281;42.41974;2867
representative;1.057261;464;0.03;0.03;bulk;soil_moisture;SMN-SDR;L6;5TM;bulk;116.3333;41.80295;2868
undeducible;1.7922814;464;0.05;0.05;bulk;soil_moisture;SMN-SDR;L6;5TM;bulk;116.3333;41.80295;2869
undeducible;-0.75003046;464;0.1;0.1;bulk;soil_moisture;SMN-SDR;L6;5TM;bulk;116.3333;41.80295;2870
undeducible;-0.6125546;172;0.03;0.03;bulk;soil_moisture;SMN-SDR;L7;5TM;bulk;116.34238;42.21409;2871
undeducible;4.396539;172;0.05;0.05;bulk;soil_moisture;SMN-SDR;L7;5TM;bulk;116.34238;42.21409;2872
undeducible;-1.4777008;172;0.1;0.1;bulk;soil_moisture;SMN-SDR;L7;5TM;bulk;116.34238;42.21409;2873
undeducible;2.993213;468;0.03;0.03;bulk;soil_moisture;SMN-SDR;L8;5TM;bulk;116.36103;41.95531;2874
not representative;-0.2958753;468;0.05;0.05;bulk;soil_moisture;SMN-SDR;L8;5TM;bulk;116.36103;41.95531;2875
undeducible;-4.678727;468;0.1;0.1;bulk;soil_moisture;SMN-SDR;L8;5TM;bulk;116.36103;41.95531;2876
undeducible;2.339037;416;0.03;0.03;bulk;soil_moisture;SMN-SDR;L9;5TM;bulk;116.08734;41.74474;2877
undeducible;2.9638104;416;0.05;0.05;bulk;soil_moisture;SMN-SDR;L9;5TM;bulk;116.08734;41.74474;2878
undeducible;0.62840635;416;0.1;0.1;bulk;soil_moisture;SMN-SDR;L9;5TM;bulk;116.08734;41.74474;2879
undeducible;0.43411565;331;0.03;0.03;bulk;soil_moisture;SMN-SDR;M1;5TM;bulk;115.85593;41.96557;2880
undeducible;-10.298019;328;0.05;0.05;bulk;soil_moisture;SMN-SDR;M1;5TM;bulk;115.85593;41.96557;2881
undeducible;-9.34575;331;0.1;0.1;bulk;soil_moisture;SMN-SDR;M1;5TM;bulk;115.85593;41.96557;2882
undeducible;0.26139048;532;0.03;0.03;bulk;soil_moisture;SMN-SDR;M10;5TM;bulk;116.24275;42.30257;2883
undeducible;2.8083494;532;0.05;0.05;bulk;soil_moisture;SMN-SDR;M10;5TM;bulk;116.24275;42.30257;2884
undeducible;-0.75621307;532;0.1;0.1;bulk;soil_moisture;SMN-SDR;M10;5TM;bulk;116.24275;42.30257;2885
representative;1.4831053;574;0.03;0.03;bulk;soil_moisture;SMN-SDR;M11;5TM;bulk;116.13948;42.16893;2886
very representative;5.6580014;574;0.05;0.05;bulk;soil_moisture;SMN-SDR;M11;5TM;bulk;116.13948;42.16893;2887
representative;2.0472937;574;0.1;0.1;bulk;soil_moisture;SMN-SDR;M11;5TM;bulk;116.13948;42.16893;2888
undeducible;-28.768448;281;0.03;0.03;bulk;soil_moisture;SMN-SDR;M12;5TM;bulk;116.1766;42.0251;2889
undeducible;-28.780731;511;0.05;0.05;bulk;soil_moisture;SMN-SDR;M12;5TM;bulk;116.1766;42.0251;2890
undeducible;-13.810304;110;0.1;0.1;bulk;soil_moisture;SMN-SDR;M12;5TM;bulk;116.1766;42.0251;2891
undeducible;5.127528;492;0.03;0.03;bulk;soil_moisture;SMN-SDR;M2;5TM;bulk;115.80944;42.10528;2892
undeducible;2.2931378;492;0.05;0.05;bulk;soil_moisture;SMN-SDR;M2;5TM;bulk;115.80944;42.10528;2893
undeducible;0.59838563;492;0.1;0.1;bulk;soil_moisture;SMN-SDR;M2;5TM;bulk;115.80944;42.10528;2894
undeducible;4.7235985;448;0.03;0.03;bulk;soil_moisture;SMN-SDR;M3;5TM;bulk;116.0825;41.94972;2895
very representative;3.2479043;449;0.05;0.05;bulk;soil_moisture;SMN-SDR;M3;5TM;bulk;116.0825;41.94972;2896
undeducible;-0.5764641;449;0.1;0.1;bulk;soil_moisture;SMN-SDR;M3;5TM;bulk;116.0825;41.94972;2897
undeducible;0.9024787;445;0.03;0.03;bulk;soil_moisture;SMN-SDR;M4;5TM;bulk;116.18551;42.09596;2898
undeducible;0.2797808;445;0.05;0.05;bulk;soil_moisture;SMN-SDR;M4;5TM;bulk;116.18551;42.09596;2899
undeducible;-1.6950041;442;0.1;0.1;bulk;soil_moisture;SMN-SDR;M4;5TM;bulk;116.18551;42.09596;2900
representative;2.5609088;574;0.03;0.03;bulk;soil_moisture;SMN-SDR;M5;5TM;bulk;116.18824;42.18555;2901
representative;0.9748496;574;0.05;0.05;bulk;soil_moisture;SMN-SDR;M5;5TM;bulk;116.18824;42.18555;2902
not representative;-1.3933828;574;0.1;0.1;bulk;soil_moisture;SMN-SDR;M5;5TM;bulk;116.18824;42.18555;2903
undeducible;5.4948745;432;0.03;0.03;bulk;soil_moisture;SMN-SDR;M6;5TM;bulk;115.93874;42.1868;2904
undeducible;-5.8927317;429;0.05;0.05;bulk;soil_moisture;SMN-SDR;M6;5TM;bulk;115.93874;42.1868;2905
undeducible;-4.9582148;430;0.1;0.1;bulk;soil_moisture;SMN-SDR;M6;5TM;bulk;115.93874;42.1868;2906
very representative;6.408516;573;0.03;0.03;bulk;soil_moisture;SMN-SDR;M7;5TM;bulk;115.96818;42.17698;2907
very representative;4.080772;573;0.05;0.05;bulk;soil_moisture;SMN-SDR;M7;5TM;bulk;115.96818;42.17698;2908
very representative;3.1489632;573;0.1;0.1;bulk;soil_moisture;SMN-SDR;M7;5TM;bulk;115.96818;42.17698;2909
undeducible;-0.71123254;340;0.03;0.03;bulk;soil_moisture;SMN-SDR;M8;5TM;bulk;115.88861;42.30639;2910
undeducible;-2.924548;335;0.05;0.05;bulk;soil_moisture;SMN-SDR;M8;5TM;bulk;115.88861;42.30639;2911
undeducible;-2.5936913;339;0.1;0.1;bulk;soil_moisture;SMN-SDR;M8;5TM;bulk;115.88861;42.30639;2912
undeducible;-5.6828465;532;0.03;0.03;bulk;soil_moisture;SMN-SDR;M9;5TM;bulk;116.07037;42.30554;2913
undeducible;-17.077698;532;0.05;0.05;bulk;soil_moisture;SMN-SDR;M9;5TM;bulk;116.07037;42.30554;2914
undeducible;-26.896973;532;0.1;0.1;bulk;soil_moisture;SMN-SDR;M9;5TM;bulk;116.07037;42.30554;2915
undeducible;2.1867087;401;0.03;0.03;bulk;soil_moisture;SMN-SDR;S1;5TM;bulk;115.94572;42.00664;2916
undeducible;0.86525375;401;0.05;0.05;bulk;soil_moisture;SMN-SDR;S1;5TM;bulk;115.94572;42.00664;2917
undeducible;-1.3355162;401;0.1;0.1;bulk;soil_moisture;SMN-SDR;S1;5TM;bulk;115.94572;42.00664;2918
representative;0.89323884;570;0.03;0.03;bulk;soil_moisture;SMN-SDR;S2;5TM;bulk;115.9378;42.04017;2919
not representative;-4.00681;570;0.05;0.05;bulk;soil_moisture;SMN-SDR;S2;5TM;bulk;115.9378;42.04017;2920
undeducible;-4.713465;570;0.1;0.1;bulk;soil_moisture;SMN-SDR;S2;5TM;bulk;115.9378;42.04017;2921
undeducible;3.7954621;573;0.03;0.03;bulk;soil_moisture;SMN-SDR;S3;5TM;bulk;115.9194;42.05714;2922
representative;1.141615;573;0.05;0.05;bulk;soil_moisture;SMN-SDR;S3;5TM;bulk;115.9194;42.05714;2923
not representative;-0.7265464;573;0.1;0.1;bulk;soil_moisture;SMN-SDR;S3;5TM;bulk;115.9194;42.05714;2924
undeducible;-3.727453;396;0.03;0.03;bulk;soil_moisture;SMN-SDR;S4;5TM;bulk;115.93507;42.08267;2925
undeducible;-5.6131415;396;0.05;0.05;bulk;soil_moisture;SMN-SDR;S4;5TM;bulk;115.93507;42.08267;2926
undeducible;-5.310439;396;0.1;0.1;bulk;soil_moisture;SMN-SDR;S4;5TM;bulk;115.93507;42.08267;2927
representative;2.0224128;573;0.03;0.03;bulk;soil_moisture;SMN-SDR;S5;5TM;bulk;115.89405;42.07394;2928
representative;1.758754;570;0.05;0.05;bulk;soil_moisture;SMN-SDR;S5;5TM;bulk;115.89405;42.07394;2929
undeducible;-3.521133;573;0.1;0.1;bulk;soil_moisture;SMN-SDR;S5;5TM;bulk;115.89405;42.07394;2930
undeducible;1.7719213;396;0.03;0.03;bulk;soil_moisture;SMN-SDR;S6;5TM;bulk;115.86573;42.04554;2931
undeducible;-0.51726043;395;0.05;0.05;bulk;soil_moisture;SMN-SDR;S6;5TM;bulk;115.86573;42.04554;2932
undeducible;-14.54767;392;0.1;0.1;bulk;soil_moisture;SMN-SDR;S6;5TM;bulk;115.86573;42.04554;2933
undeducible;-41.958;374;0.03;0.03;bulk;soil_moisture;SMN-SDR;S7;5TM;bulk;115.89611;42.02972;2934
undeducible;-4.304864;491;0.05;0.05;bulk;soil_moisture;SMN-SDR;S7;5TM;bulk;115.89611;42.02972;2935
undeducible;-31.459852;435;0.1;0.1;bulk;soil_moisture;SMN-SDR;S7;5TM;bulk;115.89611;42.02972;2936
undeducible;-10.297447;490;0.03;0.03;bulk;soil_moisture;SMN-SDR;S8;5TM;bulk;115.87306;42.0175;2937
undeducible;-25.254934;492;0.05;0.05;bulk;soil_moisture;SMN-SDR;S8;5TM;bulk;115.87306;42.0175;2938
undeducible;-5.117513;492;0.1;0.1;bulk;soil_moisture;SMN-SDR;S8;5TM;bulk;115.87306;42.0175;2939
very representative;4.848525;3120;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Barnas;ThetaProbe-ML2X;bulk;4.15983;44.666;2940
not representative;-4.6049294;5450;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Barnas;ThetaProbe-ML3;bulk;4.15983;44.666;2941
representative;1.896755;2554;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Barnas;ThetaProbe-ML2X;bulk;4.15983;44.666;2942
not representative;-6.8261714;5450;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Barnas;ThetaProbe-ML3;bulk;4.15983;44.666;2943
representative;0.48127618;4317;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Berzeme;ThetaProbe-ML2X;bulk;4.56667;44.62833;2944
very representative;4.6642876;5049;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Berzeme;ThetaProbe-ML3;bulk;4.56667;44.62833;2945
not representative;-10.469161;3047;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Berzeme;ThetaProbe-ML2X;bulk;4.56667;44.62833;2946
representative;0.23109676;6196;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Berzeme;ThetaProbe-ML3;bulk;4.56667;44.62833;2947
very representative;4.365803;14452;0.05;0.05;bulk;soil_moisture;SMOSMANIA;CabrieresdAvignon;ThetaProbe-ML2X;bulk;5.16483;43.88367;2948
representative;2.421042;14426;0.1;0.1;bulk;soil_moisture;SMOSMANIA;CabrieresdAvignon;ThetaProbe-ML2X;bulk;5.16483;43.88367;2949
very representative;3.332236;11568;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Condom;ThetaProbe-ML2X;bulk;0.3361;43.9744;2950
representative;1.929818;4983;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Condom;ThetaProbe-ML3;bulk;0.3361;43.9744;2951
very representative;3.5653298;13138;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Condom;ThetaProbe-ML2X;bulk;0.3361;43.9744;2952
very representative;3.511083;9352;0.05;0.05;bulk;soil_moisture;SMOSMANIA;CreondArmagnac;ThetaProbe-ML2X;bulk;-0.0469;43.9936;2953
very representative;5.220225;6815;0.05;0.05;bulk;soil_moisture;SMOSMANIA;CreondArmagnac;ThetaProbe-ML3;bulk;-0.0469;43.9936;2954
very representative;3.9219387;9779;0.1;0.1;bulk;soil_moisture;SMOSMANIA;CreondArmagnac;ThetaProbe-ML2X;bulk;-0.0469;43.9936;2955
representative;1.7771105;5855;0.1;0.1;bulk;soil_moisture;SMOSMANIA;CreondArmagnac;ThetaProbe-ML3;bulk;-0.0469;43.9936;2956
very representative;6.24907;12671;0.05;0.05;bulk;soil_moisture;SMOSMANIA;LaGrandCombe;ThetaProbe-ML2X;bulk;4.01017;44.243;2957
very representative;6.2315025;12108;0.1;0.1;bulk;soil_moisture;SMOSMANIA;LaGrandCombe;ThetaProbe-ML2X;bulk;4.01017;44.243;2958
very representative;4.5966225;14409;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Lahas;ThetaProbe-ML2X;bulk;0.8878;43.5472;2959
representative;1.9282398;10917;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Lahas;ThetaProbe-ML2X;bulk;0.8878;43.5472;2960
representative;0.69266886;4126;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Lahas;ThetaProbe-ML3;bulk;0.8878;43.5472;2961
very representative;4.1420097;11473;0.05;0.05;bulk;soil_moisture;SMOSMANIA;LezignanCorbieres;ThetaProbe-ML2X;bulk;2.7283;43.1733;2962
very representative;4.7796974;13511;0.1;0.1;bulk;soil_moisture;SMOSMANIA;LezignanCorbieres;ThetaProbe-ML2X;bulk;2.7283;43.1733;2963
very representative;5.1279435;8561;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Mazan-Abbaye;ThetaProbe-ML2X;bulk;4.08383;44.73383;2964
representative;2.561876;8501;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Mazan-Abbaye;ThetaProbe-ML2X;bulk;4.08383;44.73383;2965
representative;2.3407388;8065;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Mejannes-le-Clap;ThetaProbe-ML2X;bulk;4.34483;44.222;2966
very representative;4.9459434;3910;0.05;0.05;bulk;soil_moisture;SMOSMANIA;Mejannes-le-Clap;ThetaProbe-ML3;bulk;4.34483;44.222;2967
not representative;-1.1488507;7750;0.1;0.1;bulk;soil_moisture;SMOSMANIA;Mejannes-le-Clap;ThetaProbe-ML2X;bulk;4.34483;44.222;2968
