frm_class;frm_snr;frm_nobs;depth_from;depth_to;tsw;variable;network;station;instrument;tsw;lon;lat;idx
very representative;5.7085266;7178;0.1;0.1;bulk;soil_moisture;COSMOS-UK;BickleyHall;TDT-A;bulk;-2.70053;53.02635;443
representative;2.7129996;7667;0.1;0.1;bulk;soil_moisture;COSMOS-UK;BickleyHall;TDT-B;bulk;-2.70053;53.02635;444
very representative;3.9541101;7002;0.1;0.1;bulk;soil_moisture;COSMOS-UK;BunnyPark;TDT-A;bulk;-1.12685;52.86073;445
representative;2.79482;7136;0.1;0.1;bulk;soil_moisture;COSMOS-UK;BunnyPark;TDT-B;bulk;-1.12685;52.86073;446
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Cardington;TDT-A;bulk;-0.42464;52.1056;447
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Cardington;TDT-B;bulk;-0.42464;52.1056;448
very representative;10.115239;2990;0.05;0.05;bulk;soil_moisture;COSMOS-UK;ChimneyMeadows;TDT-A;bulk;-1.47877;51.70802;449
very representative;7.860925;2990;0.05;0.05;bulk;soil_moisture;COSMOS-UK;ChimneyMeadows;TDT-B;bulk;-1.47877;51.70802;450
very representative;5.072234;8659;0.1;0.1;bulk;soil_moisture;COSMOS-UK;ChimneyMeadows;TDT-A;bulk;-1.47877;51.70802;451
very representative;3.590996;8095;0.1;0.1;bulk;soil_moisture;COSMOS-UK;ChimneyMeadows;TDT-B;bulk;-1.47877;51.70802;452
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;ChobhamCommon;TDT-A;bulk;-0.59748;51.36795;453
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;ChobhamCommon;TDT-B;bulk;-0.59748;51.36795;454
undeducible;12.760414;2986;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Cochno;TDT-A;bulk;-4.40354;55.94142;455
very representative;7.0463033;2992;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Cochno;TDT-B;bulk;-4.40354;55.94142;456
undeducible;10.479717;2979;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Cochno;TDT-A;bulk;-4.40354;55.94142;457
very representative;5.6853385;2994;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Cochno;TDT-B;bulk;-4.40354;55.94142;458
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;CocklePark;TDT-A;bulk;-1.69437;55.21601;459
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;CocklePark;TDT-B;bulk;-1.69437;55.21601;460
very representative;6.0370564;6425;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Crichton;TDT-A;bulk;-3.58337;55.04312;461
very representative;10.471918;6513;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Crichton;TDT-B;bulk;-3.58337;55.04312;462
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;CwmGarw;TDT-A;bulk;-4.74658;51.95136;463
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;CwmGarw;TDT-B;bulk;-4.74658;51.95136;464
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;CwmGarw;TDT-A;bulk;-4.74658;51.95136;465
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;CwmGarw;TDT-B;bulk;-4.74658;51.95136;466
representative;0.8262502;3791;0.1;0.1;bulk;soil_moisture;COSMOS-UK;EasterBush;TDT-A;bulk;-3.20709;55.86741;467
very representative;3.56126;4943;0.1;0.1;bulk;soil_moisture;COSMOS-UK;EasterBush;TDT-B;bulk;-3.20709;55.86741;468
very representative;3.5723612;5422;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Elmsett;TDT-A;bulk;0.99307;52.09465;469
representative;1.7025734;5295;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Elmsett;TDT-B;bulk;0.99307;52.09465;470
very representative;4.4912057;5490;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Elmsett;TDT-A;bulk;0.99307;52.09465;471
very representative;4.6673203;6270;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Elmsett;TDT-B;bulk;0.99307;52.09465;472
very representative;6.4789615;6810;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Euston;TDT-A;bulk;0.79592;52.33639;473
very representative;4.610332;6668;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Euston;TDT-B;bulk;0.79592;52.33639;474
very representative;5.723784;6810;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Euston;TDT-A;bulk;0.79592;52.33639;475
very representative;7.653487;6798;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Euston;TDT-B;bulk;0.79592;52.33639;476
very representative;8.286191;5793;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Fincham;TDT-A;bulk;0.51073;52.61777;477
very representative;11.857393;5778;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Fincham;TDT-B;bulk;0.51073;52.61777;478
very representative;4.2500796;5808;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Fincham;TDT-A;bulk;0.51073;52.61777;479
very representative;6.3886065;5808;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Fincham;TDT-B;bulk;0.51073;52.61777;480
undeducible;16.636145;4030;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Fivemiletown;TDT-A;bulk;-7.29186;54.2985;481
undeducible;16.249846;4276;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Fivemiletown;TDT-B;bulk;-7.29186;54.2985;482
undeducible;15.662169;4133;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Fivemiletown;TDT-A;bulk;-7.29186;54.2985;483
undeducible;24.0979;4499;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Fivemiletown;TDT-B;bulk;-7.29186;54.2985;484
representative;1.2404586;3803;0.1;0.1;bulk;soil_moisture;COSMOS-UK;GisburnForest;TDT-A;bulk;-2.38463;54.02381;485
not representative;-1.5715019;3379;0.1;0.1;bulk;soil_moisture;COSMOS-UK;GisburnForest;TDT-B;bulk;-2.38463;54.02381;486
not representative;-3.247446;3387;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Glensaugh;TDT-A;bulk;-2.56216;56.9144;487
not representative;-4.4551897;4702;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Glensaugh;TDT-B;bulk;-2.56216;56.9144;488
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Glenwherry;TDT-A;bulk;-6.0046;54.83809;489
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Glenwherry;TDT-B;bulk;-6.0046;54.83809;490
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Glenwherry;TDT-A;bulk;-6.0046;54.83809;491
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Glenwherry;TDT-B;bulk;-6.0046;54.83809;492
very representative;5.6301794;4824;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Hadlow;TDT-A;bulk;0.32018;51.22856;493
very representative;5.260867;4658;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Hadlow;TDT-B;bulk;0.32018;51.22856;494
representative;1.7703918;4462;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Hadlow;TDT-A;bulk;0.32018;51.22856;495
very representative;3.1550314;5160;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Hadlow;TDT-B;bulk;0.32018;51.22856;496
very representative;5.729125;5998;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HartwoodHome;TDT-A;bulk;-3.82896;55.81026;497
very representative;10.6965065;7374;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HartwoodHome;TDT-B;bulk;-3.82896;55.81026;498
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HenfaesFarm;TDT-A;bulk;-4.01244;53.22541;499
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HenfaesFarm;TDT-B;bulk;-4.01244;53.22541;500
very representative;7.1001325;5309;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-A;bulk;-2.0796;51.20289;501
undeducible;16.225424;5311;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-B;bulk;-2.0796;51.20289;502
very representative;14.841501;5311;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-C;bulk;-2.0796;51.20289;503
undeducible;15.470389;5311;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-D;bulk;-2.0796;51.20289;504
very representative;8.1089525;4971;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-A;bulk;-2.0796;51.20289;505
very representative;5.1449437;4969;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Heytesbury;TDT-B;bulk;-2.0796;51.20289;506
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Hillsborough;TDT-A;bulk;-6.0684;54.447;507
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Hillsborough;TDT-B;bulk;-6.0684;54.447;508
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Hillsborough;TDT-A;bulk;-6.0684;54.447;509
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Hillsborough;TDT-B;bulk;-6.0684;54.447;510
not representative;-0.26797447;6902;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HollinHill;TDT-A;bulk;-0.95952;54.11068;511
not representative;-2.2872434;5846;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HollinHill;TDT-B;bulk;-0.95952;54.11068;512
very representative;12.546681;4324;0.05;0.05;bulk;soil_moisture;COSMOS-UK;HolmeLacy;TDT-A;bulk;-2.66211;52.02088;513
very representative;13.239822;4330;0.05;0.05;bulk;soil_moisture;COSMOS-UK;HolmeLacy;TDT-B;bulk;-2.66211;52.02088;514
very representative;10.074147;4331;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HolmeLacy;TDT-A;bulk;-2.66211;52.02088;515
very representative;4.7790384;4262;0.1;0.1;bulk;soil_moisture;COSMOS-UK;HolmeLacy;TDT-B;bulk;-2.66211;52.02088;516
not representative;-5.4555073;896;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Loddington;TDT-A;bulk;-0.82642;52.61016;517
representative;0.2864753;5542;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Loddington;TDT-B;bulk;-0.82642;52.61016;518
not representative;-2.4262223;3722;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Loddington;TDT-A;bulk;-0.82642;52.61016;519
not representative;-2.102732;4419;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Loddington;TDT-B;bulk;-0.82642;52.61016;520
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;LullingtonHeath;TDT-A;bulk;0.18887;50.79372;521
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;LullingtonHeath;TDT-B;bulk;0.18887;50.79372;522
undeducible;5.7819424;1027;0.1;0.1;bulk;soil_moisture;COSMOS-UK;MoorHouse;TDT-A;bulk;-2.4678;54.65942;523
undeducible;11.341461;3401;0.1;0.1;bulk;soil_moisture;COSMOS-UK;MoorHouse;TDT-B;bulk;-2.4678;54.65942;524
very representative;5.0489516;4000;0.05;0.05;bulk;soil_moisture;COSMOS-UK;MoretonMorrell;TDT-A;bulk;-1.56308;52.19941;525
representative;2.7802548;4035;0.05;0.05;bulk;soil_moisture;COSMOS-UK;MoretonMorrell;TDT-B;bulk;-1.56308;52.19941;526
representative;2.7464325;4036;0.1;0.1;bulk;soil_moisture;COSMOS-UK;MoretonMorrell;TDT-A;bulk;-1.56308;52.19941;527
representative;1.5422637;4028;0.1;0.1;bulk;soil_moisture;COSMOS-UK;MoretonMorrell;TDT-B;bulk;-1.56308;52.19941;528
representative;2.240825;7319;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Morley;TDT-A;bulk;1.03423;52.54815;529
very representative;4.669002;7452;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Morley;TDT-B;bulk;1.03423;52.54815;530
very representative;5.57691;3500;0.1;0.1;bulk;soil_moisture;COSMOS-UK;NorthWyke;TDT-A;bulk;-3.90596;50.77348;531
very representative;5.00839;3737;0.1;0.1;bulk;soil_moisture;COSMOS-UK;NorthWyke;TDT-B;bulk;-3.90596;50.77348;532
undeducible;-25.886852;1547;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Plynlimon;TDT-A;bulk;-3.76259;52.45338;533
undeducible;-15.440474;3872;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Plynlimon;TDT-B;bulk;-3.76259;52.45338;534
representative;1.8843801;7717;0.1;0.1;bulk;soil_moisture;COSMOS-UK;PortonDown;TDT-A;bulk;-1.68125;51.11988;535
not representative;-2.2613616;7255;0.1;0.1;bulk;soil_moisture;COSMOS-UK;PortonDown;TDT-B;bulk;-1.68125;51.11988;536
representative;0.36253127;6276;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Redhill;TDT-A;bulk;0.42914;51.26287;537
representative;0.93264085;6441;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Redhill;TDT-B;bulk;0.42914;51.26287;538
representative;0.7179226;3589;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Redmere;TDT-A;bulk;0.42104;52.44577;539
representative;0.28473228;3589;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Redmere;TDT-B;bulk;0.42104;52.44577;540
representative;0.50327176;5485;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Riseholme;TDT-A;bulk;-0.52591;53.26165;541
very representative;3.350031;6104;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Riseholme;TDT-B;bulk;-0.52591;53.26165;542
representative;1.3943967;5780;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Riseholme;TDT-A;bulk;-0.52591;53.26165;543
representative;0.80301386;5657;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Riseholme;TDT-B;bulk;-0.52591;53.26165;544
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Rothamsted;TDT-A;bulk;-0.37832;51.81387;545
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Rothamsted;TDT-B;bulk;-0.37832;51.81387;546
very representative;6.1292844;2568;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Sheepdrove;TDT-A;bulk;-1.48187;51.53032;547
very representative;6.521406;2897;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Sheepdrove;TDT-B;bulk;-1.48187;51.53032;548
representative;0.69947094;5901;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sheepdrove;TDT-A;bulk;-1.48187;51.53032;549
representative;0.17561826;7859;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sheepdrove;TDT-B;bulk;-1.48187;51.53032;550
not representative;-7.397398;2837;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sourhope;TDT-A;bulk;-2.22999;55.47988;551
not representative;-7.288406;2542;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sourhope;TDT-B;bulk;-2.22999;55.47988;552
very representative;3.858813;5111;0.05;0.05;bulk;soil_moisture;COSMOS-UK;SpenFarm;TDT-A;bulk;-1.31886;53.86886;553
very representative;8.639964;5121;0.05;0.05;bulk;soil_moisture;COSMOS-UK;SpenFarm;TDT-B;bulk;-1.31886;53.86886;554
very representative;5.391064;4834;0.1;0.1;bulk;soil_moisture;COSMOS-UK;SpenFarm;TDT-A;bulk;-1.31886;53.86886;555
very representative;7.5077267;5156;0.1;0.1;bulk;soil_moisture;COSMOS-UK;SpenFarm;TDT-B;bulk;-1.31886;53.86886;556
undeducible;-19.190847;374;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Stiperstones;TDT-A;bulk;-2.94469;52.58125;557
undeducible;-26.735428;480;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Stiperstones;TDT-B;bulk;-2.94469;52.58125;558
very representative;6.202026;6555;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Stoughton;TDT-A;bulk;-1.04701;52.60164;559
very representative;3.3555868;6452;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Stoughton;TDT-B;bulk;-1.04701;52.60164;560
undeducible;9.172735;2531;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Sydling;TDT-A;bulk;-2.52789;50.82837;561
not representative;-0.94849265;2160;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Sydling;TDT-B;bulk;-2.52789;50.82837;562
very representative;9.970434;2722;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sydling;TDT-A;bulk;-2.52789;50.82837;563
very representative;5.4626575;2894;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Sydling;TDT-B;bulk;-2.52789;50.82837;564
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;TheLizard;TDT-A;bulk;-5.19988;50.03281;565
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;TheLizard;TDT-B;bulk;-5.19988;50.03281;566
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Waddesdon;TDT-A;bulk;-0.94842;51.83948;567
undeducible;;0;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Waddesdon;TDT-B;bulk;-0.94842;51.83948;568
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Waddesdon;TDT-A;bulk;-0.94842;51.83948;569
undeducible;;0;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Waddesdon;TDT-B;bulk;-0.94842;51.83948;570
representative;0.53102165;3021;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Wimpole;TDT-A;bulk;-0.04441;52.13219;571
representative;2.4197183;3021;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Wimpole;TDT-B;bulk;-0.04441;52.13219;572
not representative;-0.18183807;3021;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Wimpole;TDT-A;bulk;-0.04441;52.13219;573
representative;0.6426791;3020;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Wimpole;TDT-B;bulk;-0.04441;52.13219;574
very representative;8.084315;4993;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Writtle;TDT-A;bulk;0.4179;51.734;575
very representative;9.325718;4840;0.05;0.05;bulk;soil_moisture;COSMOS-UK;Writtle;TDT-B;bulk;0.4179;51.734;576
very representative;8.182554;4897;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Writtle;TDT-A;bulk;0.4179;51.734;577
very representative;11.689385;5010;0.1;0.1;bulk;soil_moisture;COSMOS-UK;Writtle;TDT-B;bulk;0.4179;51.734;578
not representative;-0.41640756;2392;0.1;0.1;bulk;soil_moisture;COSMOS-UK;WythamWoods;TDT-A;bulk;-1.33846;51.77728;579
representative;1.2882613;2090;0.1;0.1;bulk;soil_moisture;COSMOS-UK;WythamWoods;TDT-B;bulk;-1.33846;51.77728;580
not representative;-7.26396;1805;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L01;EC-TM;bulk;91.721;31.946;581
representative;0.24496943;1805;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L01;EC-TM;bulk;91.721;31.946;582
not representative;-4.131362;1343;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L02;EC-TM;bulk;91.7;31.89;583
not representative;-6.0564866;1803;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L02;EC-TM;bulk;91.7;31.89;584
representative;2.4080033;1785;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L03;EC-TM;bulk;91.706;31.843;585
very representative;3.1361084;1726;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L03;EC-TM;bulk;91.706;31.843;586
representative;2.9677787;1828;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L04-M02;5TM;bulk;91.75;31.806;587
representative;2.812783;773;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L04-M02;EC-TM;bulk;91.75;31.806;588
representative;2.3456342;1796;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L04-M02;5TM;bulk;91.75;31.806;589
representative;2.60637;473;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L04-M02;EC-TM;bulk;91.75;31.806;590
very representative;4.186351;1797;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L05-M06;5TM;bulk;91.783;31.754;591
very representative;3.1993215;748;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L05-M06;EC-TM;bulk;91.783;31.754;592
very representative;3.2895474;1768;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L05-M06;5TM;bulk;91.783;31.754;593
representative;2.2062948;452;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L05-M06;EC-TM;bulk;91.783;31.754;594
very representative;3.9161463;1497;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L06-M10;5TM;bulk;91.811;31.722;595
not representative;-3.6482794;1385;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L06-M10;5TM;bulk;91.811;31.722;596
not representative;-1.9706625;1127;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L07-M13;5TM;bulk;91.842;31.678;597
very representative;5.513085;454;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L07-M13;EC-TM;bulk;91.842;31.678;598
very representative;3.2321763;1767;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L07-M13;5TM;bulk;91.842;31.678;599
undeducible;5.5707603;452;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L07-M13;EC-TM;bulk;91.842;31.678;600
representative;0.8749949;1811;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L08-M14;5TM;bulk;91.795;31.662;601
not representative;-0.95457345;454;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L08-M14;EC-TM;bulk;91.795;31.662;602
not representative;-0.8961652;1763;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L08-M14;5TM;bulk;91.795;31.662;603
not representative;-1.9826628;452;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L08-M14;EC-TM;bulk;91.795;31.662;604
representative;1.9858425;1838;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L09-M16;5TM;bulk;91.755;31.639;605
representative;1.8926816;784;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L09-M16;EC-TM;bulk;91.755;31.639;606
representative;0.6030471;1838;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L09-M16;5TM;bulk;91.755;31.639;607
representative;2.3649254;784;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L09-M16;EC-TM;bulk;91.755;31.639;608
undeducible;-11.586628;1300;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L10-M17;5TM;bulk;91.74;31.614;609
undeducible;-22.767939;571;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L10-M17;EC-TM;bulk;91.74;31.614;610
not representative;-1.4075266;1431;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L10-M17;5TM;bulk;91.74;31.614;611
undeducible;-4.7290506;324;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L10-M17;EC-TM;bulk;91.74;31.614;612
very representative;3.6823463;1838;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L11-M21;5TM;bulk;91.793;31.587;613
very representative;4.7330465;784;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L11-M21;EC-TM;bulk;91.793;31.587;614
representative;2.409608;1838;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L11-M21;5TM;bulk;91.793;31.587;615
undeducible;2.9498804;461;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L11-M21;EC-TM;bulk;91.793;31.587;616
very representative;3.1830945;1387;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L12-M22;5TM;bulk;91.913;31.574;617
very representative;4.143893;682;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L12-M22;EC-TM;bulk;91.913;31.574;618
representative;1.6686821;449;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L12-M22;5TM;bulk;91.913;31.574;619
undeducible;-3.7742813;324;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L12-M22;EC-TM;bulk;91.913;31.574;620
representative;1.7609762;1821;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L13;EC-TM;bulk;91.985;31.546;621
representative;0.046107963;1821;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L13;EC-TM;bulk;91.985;31.546;622
very representative;5.479385;1898;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L14;EC-TM;bulk;92.05;31.527;623
very representative;3.7590137;1898;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L14;EC-TM;bulk;92.05;31.527;624
representative;2.654336;1608;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L15;EC-TM;bulk;92.017;31.463;625
not representative;-5.5755467;1867;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L15;EC-TM;bulk;92.017;31.463;626
representative;1.6559818;1491;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L16;5TM;bulk;91.971;31.41;627
not representative;-1.4091833;1479;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L16;5TM;bulk;91.971;31.41;628
representative;0.76170105;1077;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L17;5TM;bulk;91.976;31.373;629
not representative;-4.8290477;1090;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L17;5TM;bulk;91.976;31.373;630
very representative;4.5904074;1884;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L18;EC-TM;bulk;92.041;31.332;631
representative;2.4895906;1889;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L18;EC-TM;bulk;92.041;31.332;632
very representative;4.581797;838;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L19;EC-TM-1;bulk;92.109;31.274;633
not representative;-4.5802135;767;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L19;EC-TM;bulk;92.109;31.274;634
very representative;3.3696783;819;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L19;EC-TM-1;bulk;92.109;31.274;635
not representative;-5.068974;974;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L19;EC-TM;bulk;92.109;31.274;636
not representative;-0.36687273;1096;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L20;5TM;bulk;92.164;31.232;637
not representative;-0.89969206;1091;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L20;5TM;bulk;92.164;31.232;638
representative;2.3053944;1505;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L21;EC-TM;bulk;92.197;31.172;639
representative;0.8976851;1667;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L21;EC-TM;bulk;92.197;31.172;640
not representative;-0.11852053;1327;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L22;EC-TM;bulk;92.25;31.128;641
not representative;-0.61682695;1634;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L22;EC-TM;bulk;92.25;31.128;642
undeducible;4.235978;1509;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L23;EC-TM;bulk;92.309;31.107;643
not representative;-3.683722;1510;0.1;0.1;bulk;soil_moisture;CTP_SMTMN;L23;EC-TM;bulk;92.309;31.107;644
undeducible;-5.22054;131;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L24;5TM;bulk;92.369;31.074;645
undeducible;-8.582269;370;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L24;EC-TM-1;bulk;92.369;31.074;646
undeducible;3.0108955;124;0.0;0.05;bulk;soil_moisture;CTP_SMTMN;L24;EC-TM;bulk;92.369;31.074;647
